Date;Hour;Mean_Value;Min_Value;Max_Value;Std_Dev;Record_Count;Parameter;Unit;KKS_Tag
2025-05-19;1;5639.222206;5627.001302;5666.392253;7.709029;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-19;2;5615.09983;5601.628825;5641.163086;8.133736;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-19;3;5585.12041;5571.015706;5612.395426;10.397421;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-19;4;5552.30525;5532.798258;5582.451823;13.347013;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-19;5;5520.379809;5507.945068;5542.283122;7.712206;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-19;22;6159.467284;6135.213949;6188.093831;12.023563;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-19;23;6119.63853;6094.294271;6148.6604;13.563615;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-20;0;6079.356289;6063.855062;6106.924316;9.314343;59;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-20;1;6048.724619;6027.708659;6073.667969;10.40969;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-20;2;6008.652184;5990.156169;6036.084717;13.013266;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-20;3;5976.954853;5962.776042;5996.41569;8.16674;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-20;4;5948.710872;5933.874674;5968.651123;8.916381;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-20;5;5909.856761;5893.536621;5933.315592;11.766799;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-20;22;5293.035068;5279.59554;5310.776449;8.221561;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-20;23;5263.833111;5244.081706;5282.095215;10.979298;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-21;0;5226.024759;5213.437419;5242.945882;10.700105;59;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-21;1;5157.398094;5127.043376;5213.295166;29.746144;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-21;2;5115.432327;5102.359701;5127.587077;7.718025;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-21;3;5089.080699;5074.664063;5121.877279;9.422928;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-21;4;5055.366209;5044.447103;5088.832031;8.756729;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-21;5;5008.072288;4973.436035;5065.049154;29.474376;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-21;22;5554.058907;5526.140218;5576.210124;16.483597;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-21;23;5507.83903;5478.317546;5527.73234;14.648496;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-22;0;5461.251222;5450.796143;5479.371175;6.708868;45;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-22;1;5434.019313;5411.412842;5463.680094;11.597729;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-22;2;5397.505392;5382.616618;5421.438883;8.940313;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-22;3;5362.532886;5344.293376;5391.85791;13.727932;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-22;4;5316.762934;5285.522298;5349.219157;22.004575;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-22;5;5273.42144;5260.29362;5292.096842;7.886891;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-22;22;6967.486159;6925.556803;6998.984456;21.305272;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-22;23;6895.488068;6871.417236;6934.014404;20.396961;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-23;0;6850.883443;6829.155436;6879.078044;14.400545;59;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-23;1;6810.349616;6785.477539;6835.371094;12.516348;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-23;2;6756.670608;6729.774658;6783.435059;16.175453;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-23;3;6684.504772;6649.073161;6726.150879;18.224634;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-23;4;6621.285083;6583.33195;6649.233968;22.931993;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-23;5;6560.128501;6530.880208;6583.247152;15.951497;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-23;22;5744.685262;5715.962809;5779.187337;16.232367;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-23;23;5690.835512;5669.941081;5727.984863;16.577533;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-24;0;5647.607349;5630.509766;5677.44694;11.538018;53;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-24;1;5598.727637;5577.761556;5629.897868;17.804868;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-24;2;5561.259385;5542.192952;5587.088542;12.208378;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-24;3;5527.634517;5512.201253;5547.848307;9.724368;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-24;4;5488.446486;5439.856038;5524.014323;20.580732;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-24;5;5427.540255;5413.180908;5450.126139;8.780653;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-24;22;4723.084664;4709.748454;4742.489176;8.420705;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-24;23;4678.058363;4650.95402;4708.844889;21.389926;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-25;0;4633.215574;4619.412598;4647.32369;8.544003;57;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-25;1;4600.722096;4582.289632;4638.168213;13.67249;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-25;2;4564.661966;4547.902262;4600.004801;11.512544;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-25;3;4521.302738;4491.286784;4561.180908;20.456037;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-25;4;4454.759412;4433.563883;4506.241211;20.660738;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-25;5;4414.632991;4394.483805;4445.265137;12.398114;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-25;22;3627.994264;3606.107503;3657.801921;11.689488;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-25;23;3584.521763;3564.534261;3614.416016;12.291504;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-26;0;3537.848195;3511.068115;3574.849894;18.076028;59;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-26;1;3497.164518;3481.914917;3519.365479;9.133353;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-26;2;3455.449055;3440.850993;3479.782267;9.736408;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-26;3;3414.233931;3380.446208;3444.995443;22.090364;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-26;4;3367.985556;3350.270264;3385.273519;8.625203;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-26;5;3312.125468;3288.026489;3349.678874;20.735318;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-26;22;7520.940752;7503.001302;7534.909098;8.344554;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-26;23;7485.859508;7468.817464;7519.670166;11.688507;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-27;0;7435.871982;7411.050374;7480.167969;19.20252;59;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-27;1;7396.682856;7378.643717;7427.191162;10.114939;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-27;2;7343.625315;7314.559652;7382.52832;20.663321;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-27;3;7301.31844;7286.363118;7328.330811;8.827622;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-27;4;7249.014587;7230.115479;7285.895589;16.960653;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-27;5;7216.593765;7199.220947;7241.448486;9.285417;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-27;22;6565.471372;6550.761556;6592.490967;8.975897;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-27;23;6533.558526;6516.69637;6562.741943;11.32594;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-28;0;6501.171918;6487.407227;6527.141032;7.964028;50;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-28;1;6469.366546;6451.582194;6493.974609;11.71684;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-28;2;6436.212811;6422.402751;6455.321859;8.422221;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-28;3;6405.264054;6390.359456;6422.658285;8.994242;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-28;4;6377.509139;6362.871338;6392.706055;7.996269;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-28;5;6349.690552;6334.614421;6364.606527;8.517261;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-28;22;5657.858055;5642.547119;5676.002279;8.5441;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-28;23;5624.396589;5605.846191;5642.34904;11.105005;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-29;0;5581.642736;5563.760173;5604.653809;11.342689;59;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-29;1;5546.779082;5532.807617;5562.909993;9.689391;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-29;2;5507.957358;5491.474365;5530.892497;10.592113;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-29;3;5470.7089;5447.901937;5508.504883;15.706009;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-29;4;5418.225521;5377.907633;5465.320475;27.473836;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-29;5;5365.555862;5322.802327;5392.422933;13.86752;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-29;22;4691.001999;4673.514486;4715.388428;12.260549;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
2025-05-29;23;4652.326791;4630.766032;4671.566732;13.451715;60;Bicarbonate Usage;kg/h;HTJ20CW001XQ01
